description,country,variety
"Exotic blueberry and fir tree aromas set up a jammy palate with soft tannins and flavors of blackberry, dark cherry, toast and a hint of burnt beef. Widespread tannins cause the finish to feel mellow and not that pointed. This is a very good Spanish wine that's not too complex. Drink through 2018.",Spain,Tinto Fino
"With a hint of rubber and asphalt, the bouquet on this value wine is generous and topped with blackberry and dark plum aromas. The palate is grabby, with clampy tannins and black-fruit flavors mixed with chocolate and spice. The earthy, lightly herbal finish with rubbery nuances is nice.",Spain,Garnacha
"Light peach, apricot and buttercup aromas are better at first but lose steam with airing. This Xarello is lemony, racy and gives off plenty of kick on the palate, while flavors of citrus and melon are equally creamy and zesty. This holds firm on the finish, with brightness offset by a creamy texture.",Spain,Xarel-lo
"Oily and frankly a bit skunky on the nose. The palate is spritzed yet soft, with chunky, blowsy, generic white fruit flavors. Doesn't inspire; this winery's red wines are better.",Spain,Picapoll
"Burnt rubber and a certain stemmy, roasted character is draped over the nose and palate. It has a decent, normal feel to it but the flavors of strawberry and raspberry are herbal and burnt. Tastes and smells rubbery and not fully clean.",Spain,Tempranillo
"Mild lime and mineral aromas draw interest, but the wine's palate is medium spritzy and sour, with sharp, lemony flavors and a dilute feel. Seems caught between the flat and lightly carbonated style of Txakoli and ends up in no man's land.",Spain,Hondarrabi Zuri
"Tan like cream soda, with a weird, faded bouquet of banana pudding and resiny oak. Soft and weakly structured except for lasting acidity, while it tastes like fermented apples and finishes on bitter walnut. A strange bird made from Sauvignon Blanc and white Tempranillo.",Spain,White Blend
"Like most base-level Garnachas, this one has a sweet, candied aromatic cover. But unlike many it has depth, purity and avoids boring, offensive sweetness. The flavors of raspberry and boysenberry are bright, and it maintains balance and integrity through the finish. A nice wine for under $10.",Spain,Grenache-Syrah
"This aged wine hits most of the right keys. It's sexy and racy on the bouquet, with tobacco, orange peel, rooty cherry and tree bark aromas. It's a bit sharp and lean in the mouth at this point, with flavors of tomato, raisin, dry berry, cocoa and spice. Gets more acidic as it sits. Drink or hold.",Spain,Tempranillo
"Here's yet another excellent wine from this modern-leaning Riojano producer. The nose is full of spice, tobacco and deep berry aromas. Feels quasi-jammy and very rich, with thickness and mild tannins. Tastes baked, like a mix of prune, spicecake and chocolate. Warm and figgy on the finish, and ready to drink now.",Spain,Tempranillo Blend
"Thick, raisiny berry aromas come with notes of licorice, mineral and black peppercorn. Feels tight and juicy, with zesty red fruit flavors, sweet black fruit flavors and shadings of schisty minerality and licorice. Smooth and sturdy on the finish.",Spain,Red Blend
"This wine pushes the envelope on concentration and ripeness. It's full of prune, raisin and licorice on the nose, but also a lot of weight. It's quite jammy and soft by Priorat standards, as intense blackberry and molten fudge flavors take over. Chewy, warm and ready to drink.",Spain,Red Blend
"Fleshy aromas of melon and peach are leesy and soft. This is more angular and acidic on the palate, which fails to fan out. Nectarine and salty briny flavors finish with papaya and peach notes.",Spain,Sauvignon Blanc-Chardonnay
"Green grassy aromas are modest and watery. This feels oily, but with decent acidity. Oxidized flavors of stone fruits finish wheaty, bland and eggy.",Spain,Tempranillo Blanco
"Apple and melon aromas are mild, straightforward and devoid of oak. A chunky melony palate doesn't have much stuffing, while this tastes of mild peach, papaya and other tropical fruits. Overall, this is inoffensive but hollow.",Spain,Chardonnay
"Orange peel aromas are a bit stony. In the mouth, this feels like it's past its prime, with little to no intensity or acidity. Mild apple flavors are sweet, mealy and honeyed, while the ending is leesy and mushy.",Spain,Albariño
"Leesy, creamy aromas of vanilla are simple, with a note of apple offering some crispness. The palate is regular in feel, with adequate acidity. Flavors of green apple, lettuce and herbs culminate with mild bitterness and green notes.",Spain,White Blend
"Leesy aromas of wheat and corn are low on fruit and general appeal. This feels regular at best. Grassy gaseous flavors of bitter melon, lime and apple finish leesy and uncommitted, with flabby weight. For whatever reason, this is below prior benchmarks.",Spain,Sparkling Blend
"An oily bouquet lacks freshness while smelling a bit oxidized and like mushrooms. This has a chunky palate with oxidized, somewhat bitter flavors of papaya and citrus fruits. A pithy mildly bitter finish struggles to show its virtues.",Spain,Albariño
"A light tan color and dusty sweaty aromas of apricot, matchstick and onion set up a clampy, pithy, citrusy palate. Flavors of nectarine and orange are mild, low on stuffing and grabby on the finish.",Spain,White Blend
"Fleshy, unfocused aromas of apple and peach are a touch oxidized. This Chardonnay feels bland. Flavors of melon and peach lack tension and character, while there's not much flavor to the finish other than mild apple and some bitterness.",Spain,Chardonnay
"This is a clean, fresh style of Garnacha with floral black cherry aromas offset by a minty note. The palate has a zingy feel and crisp, fresh plum, raspberry and dry herb flavors. As a whole it's focused and uncomplicated; this is very good Garnacha from one of the Valencia region's better producers.",Spain,Garnacha
"This big, dark, rubbery smelling Ribera wine is rugged and pushy, with mild volatility on the nose along with a whiff of spent coffee grinds. A clampy, bullish palate with rock-hard tannins sets up rubbery black-fruit flavors in front of a rough and tumble finish. Overall this is very good but hard and tannic. Hold for a year then drink through 2020.",Spain,Tempranillo
"Aromas of leather, dried cherry, vanilla and leafy earthiness get this gran reserva moving. In the mouth, it's a touch choppy and wiry, with leafy, roasted flavors of savory plum and spice. This is shy on the finish, with a hint of spice and chocolate. Drink now.",Spain,Tempranillo
"Composed, balanced and with all the dots connected; this is what we like about basic, affordable Rioja. It's fleshy yet fresh, with snappy cherry and raspberry flavors accented by a wave of vanilla that continues onto the finish. Blends good flavors, weight and acidic crispness.",Spain,Tempranillo Blend
"Pungent and sweaty smelling on first blush, almost suggesting Verdejo or Sauvignon Blanc. It remains oily and nettled on the nose, with sharpness. Sooner rather than later it softens, unveiling flavors of green melon, passionfruit and citrus. And the finish goes out with snap, orange and grapefruit. Potent for the variety.",Spain,Albariño
"A little gritty and tough on the nose, with hard strawberry and kirsch aromas. The palate is voluminous and foamy, with flavors of burnt blood orange and grilled pink grapefruit. Yes, there's a hard, burnt element to the wine, but this being Pinot Noir from Penedès that's to be expected.",Spain,Pinot Noir
"Inky, dark and packed with blueberry and boysenberry aromas. This is a ripe, potent Rioja with a strapping feel, concentration, rugged tannins and a mix of herbal blackberry, prune and plum flavors. Shows pencil lead and blackberry on the chunky finish. Drink now through 2016.",Spain,Red Blend
"Stalky aromas of corn, apple and white flowers lack focus. This feels blocky, while salty flavors of cured ham blend with leesy flavors of papaya and peach. A moderate basic finish is par for the course.",Spain,White Blend
"A gaseous smelling nose and a chunky palate are not motivational, while flavors of banana and melon aren't much better. Overall, this is a basic Verdejo that's starting to fade.",Spain,Verdejo
"Offering a flat opening with no kick, it is akin to sniffing apple juice. This is plump and wan in feel, with melon and banana flavors, while a soft, no-edge finish doesn't leave much of a lasting impression.",Spain,Verdejo
"Melon and cidery aromas are distant. This feels low on acidity, while pear, papaya and briny flavors taste bitter on the back end of the palate. A briny, pickled note marks the finish.",Spain,Sauvignon Blanc
"Nothing on the bottle says this is oaked, but this Albariño smells like burnt plywood and sawdust. It's chunky and fat on the palate, with woody melony flavors that finish salty and dried out.",Spain,Albariño
"Mature mealy apricot aromas lead to a spent palate with unfocused cidery flavors that taste old and demanding. This finishes heavy, pulpy and without much point or pleasure. Albariño is meant to be fresh and friendly, but this is neither.",Spain,Albariño
"Leesy aromas of tropical fruits feed into a flat palate. Leesy but bland peach and melon flavors lack conviction and finish sketchy, with nothing in particular standing out. This is the definition of a marginal Cava.",Spain,Sparkling Blend
